,,,,,,,S&P 500 Total Return,,,,,,,N'th,,Row of,High Price,Row of ,,Value ,# Days Since,Length of ,Min Value,Start ,,
,,,,,,,Closing,Daily,Closing Price,,,,% Max,Largest,Drawdown,Drawdown,Prior to ,1st Day of,,At,Prior ,Drawdown,During,Date of,,
,Date,,,,,,Price,% Return,(100 scale),100,0,,Drawdown,Drawdown,Size,Recovery,Drawdown,Drawdown,,Recovery,Drawdown,in # Days,Drawdown,Drawdown,,
"1,727",7/12/2016,,,,,,"4,071.85",0.70%,249.25,249.25,0,,,,,,,,,,,,,,,
"1,728",7/13/2016,,,,,,"4,072.77",0.02%,249.31,249.31,0,,,,,,,,,,,,,,,
"1,729",7/14/2016,,,,,,"4,094.28",0.53%,250.62,250.62,0,,,,,,,,,,,,,,,
"1,730",7/15/2016,,,,,,"4,090.49",-0.09%,250.39,250.62,0.23,,,,,,,,,,,,,,,
"1,731",7/18/2016,,,,,,"4,100.40",0.24%,251,251,0,0.23,0.09%,,,,,,,,,,,,,
"1,732",7/19/2016,,,,,,"4,094.61",-0.14%,250.64,251,0.35,,,,,,,,,,,,,,,
"1,733",7/20/2016,,,,,,"4,112.61",0.44%,251.75,251.75,0,0.35,0.14%,,,,,,,,,,,,,
"1,734",7/21/2016,,,,,,"4,097.82",-0.36%,250.84,251.75,0.91,,,,,,,,,,,,,,,
"1,735",7/22/2016,,,,,,"4,116.50",0.46%,251.98,251.98,0,0.91,0.36%,,,,,,,,,,,,,
"1,736",7/25/2016,,,,,,"4,104.13",-0.30%,251.23,251.98,0.76,,,,,,,,,,,,,,,
"1,737",7/26/2016,,,,,,"4,105.57",0.04%,251.32,251.98,0.76,,,,,,,,,,,,,,,
"1,738",7/27/2016,,,,,,"4,100.81",-0.12%,251.02,251.98,0.96,,,,,,,,,,,,,,,
"1,739",7/28/2016,,,,,,"4,107.75",0.17%,251.45,251.98,0.96,,,,,,,,,,,,,,,
"1,740",7/29/2016,,,,,,"4,114.51",0.16%,251.86,251.98,0.96,,,,,,,,,,,,,,,
"1,741",8/1/2016,,,,,,"4,109.28",-0.13%,251.54,251.98,0.96,,,,,,,,,,,,,,,
"1,742",8/2/2016,,,,,,"4,083.25",-0.63%,249.95,251.98,2.04,,,,,,,,,,,,,,,
"1,743",8/3/2016,,,,,,"4,097.30",0.34%,250.81,251.98,2.04,,,,,,,,,,,,,,,
"1,744",8/4/2016,,,,,,"4,099.21",0.05%,250.93,251.98,2.04,,,,,,,,,,,,,,,
"1,745",8/5/2016,,,,,,"4,134.56",0.86%,253.09,253.09,0,2.04,0.80%,,,,,,,,,,,,,
"1,746",8/8/2016,,,,,,"4,131.19",-0.08%,252.88,253.09,0.21,,,,,,,,,,,,,,,
"1,747",8/9/2016,,,,,,"4,132.96",0.04%,252.99,253.09,0.21,,,,,,,,,,,,,,,
"1,748",8/10/2016,,,,,,"4,122.65",-0.25%,252.36,253.09,0.73,,,,,,,,,,,,,,,
"1,749",8/11/2016,,,,,,"4,142.72",0.49%,253.59,253.59,0,0.73,0.29%,,,,,,,,,,,,,
"1,750",8/12/2016,,,,,,"4,139.63",-0.07%,253.4,253.59,0.19,,,,,,,,,,,,,,,
"1,751",8/15/2016,,,,,,"4,151.69",0.29%,254.14,254.14,0,0.19,0.07%,,,,,,,,,,,,,
"1,752",8/16/2016,,,,,,"4,129.68",-0.53%,252.79,254.14,1.35,,,,,,,,,,,,,,,
"1,753",8/17/2016,,,,,,"4,138.42",0.21%,253.33,254.14,1.35,,,,,,,,,,,,,,,
"1,754",8/18/2016,,,,,,"4,147.64",0.22%,253.89,254.14,1.35,,,,,,,,,,,,,,,
"1,755",8/19/2016,,,,,,"4,142.23",-0.13%,253.56,254.14,1.35,,,,,,,,,,,,,,,
"1,756",8/22/2016,,,,,,"4,139.97",-0.05%,253.42,254.14,1.35,,,,,,,,,,,,,,,
"1,757",8/23/2016,,,,,,"4,148.16",0.20%,253.92,254.14,1.35,,,,,,,,,,,,,,,
"1,758",8/24/2016,,,,,,"4,126.65",-0.52%,252.61,254.14,1.53,,,,,,,,,,,,,,,
"1,759",8/25/2016,,,,,,"4,121.09",-0.13%,252.27,254.14,1.87,,,,,,,,,,,,,,,
"1,760",8/26/2016,,,,,,"4,114.68",-0.16%,251.87,254.14,2.27,,,,,,,,,,,,,,,
"1,761",8/29/2016,,,,,,"4,136.75",0.54%,253.22,254.14,2.27,,,,,,,,,,,,,,,
"1,762",8/30/2016,,,,,,"4,129.34",-0.18%,252.77,254.14,2.27,,,,,,,,,,,,,,,
"1,763",8/31/2016,,,,,,"4,120.29",-0.22%,252.22,254.14,2.27,,,,,,,,,,,,,,,
"1,764",9/1/2016,,,,,,"4,120.17",0.00%,252.21,254.14,2.27,,,,,,,,,,,,,,,
"1,765",9/2/2016,,,,,,"4,137.70",0.43%,253.28,254.14,2.27,,,,,,,,,,,,,,,
"1,766",9/6/2016,,,,,,"4,150.11",0.30%,254.04,254.14,2.27,,,,,,,,,,,,,,,
"1,767",9/7/2016,,,,,,"4,150.51",0.01%,254.07,254.14,2.27,,,,,,,,,,,,,,,
"1,768",9/8/2016,,,,,,"4,141.46",-0.22%,253.51,254.14,2.27,,,,,,,,,,,,,,,
"1,769",9/9/2016,,,,,,"4,039.95",-2.45%,247.3,254.14,6.84,,,,,,,,,,,,,,,
"1,770",9/12/2016,,,,,,"4,099.47",1.47%,250.94,254.14,6.84,,,,,,,,,,,,,,,
"1,771",9/13/2016,,,,,,"4,039.92",-1.45%,247.3,254.14,6.84,,,,,,,,,,,,,,,
"1,772",9/14/2016,,,,,,"4,037.83",-0.05%,247.17,254.14,6.97,,,,,,,,,,,,,,,
"1,773",9/15/2016,,,,,,"4,079.32",1.03%,249.71,254.14,6.97,,,,,,,,,,,,,,,
"1,774",9/16/2016,,,,,,"4,063.97",-0.38%,248.77,254.14,6.97,,,,,,,,,,,,,,,
"1,775",9/19/2016,,,,,,"4,063.94",0.00%,248.77,254.14,6.97,,,,,,,,,,,,,,,
"1,776",9/20/2016,,,,,,"4,065.20",0.03%,248.84,254.14,6.97,,,,,,,,,,,,,,,
"1,777",9/21/2016,,,,,,"4,109.63",1.09%,251.56,254.14,6.97,,,,,,,,,,,,,,,
"1,778",9/22/2016,,,,,,"4,136.41",0.65%,253.2,254.14,6.97,,,,,,,,,,,,,,,
"1,779",9/23/2016,,,,,,"4,112.69",-0.57%,251.75,254.14,6.97,,,,,,,,,,,,,,,
"1,780",9/26/2016,,,,,,"4,077.71",-0.85%,249.61,254.14,6.97,,,,,,,,,,,,,,,
"1,781",9/27/2016,,,,,,"4,104.18",0.65%,251.23,254.14,6.97,,,,,,,,,,,,,,,
"1,782",9/28/2016,,,,,,"4,126.83",0.55%,252.62,254.14,6.97,,,,,,,,,,,,,,,
"1,783",9/29/2016,,,,,,"4,088.47",-0.93%,250.27,254.14,6.97,,,,,,,,,,,,,,,
"1,784",9/30/2016,,,,,,"4,121.06",0.80%,252.26,254.14,6.97,,,,,,,,,,,,,,,
"1,785",10/3/2016,,,,,,"4,108.13",-0.31%,251.47,254.14,6.97,,,,,,,,,,,,,,,
"1,786",10/4/2016,,,,,,"4,088.17",-0.49%,250.25,254.14,6.97,,,,,,,,,,,,,,,
"1,787",10/5/2016,,,,,,"4,107.40",0.47%,251.43,254.14,6.97,,,,,,,,,,,,,,,
"1,788",10/6/2016,,,,,,"4,109.49",0.05%,251.56,254.14,6.97,,,,,,,,,,,,,,,
"1,789",10/7/2016,,,,,,"4,096.25",-0.32%,250.75,254.14,6.97,,,,,,,,,,,,,,,
"1,790",10/10/2016,,,,,,"4,115.12",0.46%,251.9,254.14,6.97,,,,,,,,,,,,,,,
"1,791",10/11/2016,,,,,,"4,063.92",-1.24%,248.77,254.14,6.97,,,,,,,,,,,,,,,
"1,792",10/12/2016,,,,,,"4,068.92",0.12%,249.07,254.14,6.97,,,,,,,,,,,,,,,
"1,793",10/13/2016,,,,,,"4,056.45",-0.31%,248.31,254.14,6.97,,,,,,,,,,,,,,,
"1,794",10/14/2016,,,,,,"4,057.28",0.02%,248.36,254.14,6.97,,,,,,,,,,,,,,,
"1,795",10/17/2016,,,,,,"4,045.07",-0.30%,247.61,254.14,6.97,,,,,,,,,,,,,,,
"1,796",10/18/2016,,,,,,"4,069.99",0.62%,249.14,254.14,6.97,,,,,,,,,,,,,,,
"1,797",10/19/2016,,,,,,"4,079.50",0.23%,249.72,254.14,6.97,,,,,,,,,,,,,,,
"1,798",10/20/2016,,,,,,"4,074.18",-0.13%,249.39,254.14,6.97,,,,,,,,,,,,,,,
"1,799",10/21/2016,,,,,,"4,073.85",-0.01%,249.37,254.14,6.97,,,,,,,,,,,,,,,
"1,800",10/24/2016,,,,,,"4,093.22",0.48%,250.56,254.14,6.97,,,,,,,,,,,,,,,
"1,801",10/25/2016,,,,,,"4,077.80",-0.38%,249.62,254.14,6.97,,,,,,,,,,,,,,,
"1,802",10/26/2016,,,,,,"4,070.76",-0.17%,249.18,254.14,6.97,,,,,,,,,,,,,,,
"1,803",10/27/2016,,,,,,"4,058.75",-0.30%,248.45,254.14,6.97,,,,,,,,,,,,,,,
"1,804",10/28/2016,,,,,,"4,046.36",-0.31%,247.69,254.14,6.97,,,,,,,,,,,,,,,
"1,805",10/31/2016,,,,,,"4,045.89",-0.01%,247.66,254.14,6.97,,,,,,,,,,,,,,,
"1,806",11/1/2016,,,,,,"4,018.47",-0.68%,245.98,254.14,8.15,,,,,,,,,,,,,,,
"1,807",11/2/2016,,,,,,"3,992.76",-0.64%,244.41,254.14,9.73,,,,,,,,,,,,,,,
"1,808",11/3/2016,,,,,,"3,976.56",-0.41%,243.42,254.14,10.72,,,,,,,,,,,,,,,
"1,809",11/4/2016,,,,,,"3,970.02",-0.16%,243.02,254.14,11.12,,,,,,,,,,,,,,,
"1,810",11/7/2016,,,,,,"4,058.30",2.22%,248.42,254.14,11.12,,,,,,,,,,,,,,,
"1,811",11/8/2016,,,,,,"4,075.61",0.43%,249.48,254.14,11.12,,,,,,,,,,,,,,,
"1,812",11/9/2016,,,,,,"4,121.03",1.11%,252.26,254.14,11.12,,,,,,,,,,,,,,,
"1,813",11/10/2016,,,,,,"4,129.46",0.20%,252.78,254.14,11.12,,,,,,,,,,,,,,,
"1,814",11/11/2016,,,,,,"4,123.69",-0.14%,252.42,254.14,11.12,,,,,,,,,,,,,,,
"1,815",11/14/2016,,,,,,"4,123.81",0.00%,252.43,254.14,11.12,,,,,,,,,,,,,,,
"1,816",11/15/2016,,,,,,"4,155.62",0.77%,254.38,254.38,0,11.12,4.37%,,,,,,,,,,,,,
"1,817",11/16/2016,,,,,,"4,150.21",-0.13%,254.05,254.38,0.33,,,,,,,,,,,,,,,
"1,818",11/17/2016,,,,,,"4,169.87",0.47%,255.25,255.25,0,0.33,0.13%,,,,,,,,,,,,,
"1,819",11/18/2016,,,,,,"4,160.58",-0.22%,254.68,255.25,0.57,,,,,,,,,,,,,,,
"1,820",11/21/2016,,,,,,"4,191.68",0.75%,256.59,256.59,0,0.57,0.22%,,,,,,,,,,,,,
"1,821",11/22/2016,,,,,,"4,200.95",0.22%,257.15,257.15,0,,,,,,,,,,,,,,,
"1,822",11/23/2016,,,,,,"4,204.49",0.08%,257.37,257.37,0,,,,,,,,,,,,,,,
"1,823",11/25/2016,,,,,,"4,221.02",0.39%,258.38,258.38,0,,,,,,,,,,,,,,,
"1,824",11/28/2016,,,,,,"4,199.39",-0.51%,257.06,258.38,1.32,,,,,,,,,,,,,,,
"1,825",11/29/2016,,,,,,"4,205.99",0.16%,257.46,258.38,1.32,,,,,,,,,,,,,,,
"1,826",11/30/2016,,,,,,"4,195.73",-0.24%,256.83,258.38,1.55,,,,,,,,,,,,,,,
"1,827",12/1/2016,,,,,,"4,181.15",-0.35%,255.94,258.38,2.44,,,,,,,,,,,,,,,
"1,828",12/2/2016,,,,,,"4,182.81",0.04%,256.04,258.38,2.44,,,,,,,,,,,,,,,
"1,829",12/5/2016,,,,,,"4,207.57",0.59%,257.56,258.38,2.44,,,,,,,,,,,,,,,
"1,830",12/6/2016,,,,,,"4,222.04",0.34%,258.45,258.45,0,2.44,0.94%,,,,,,,,,,,,,
"1,831",12/7/2016,,,,,,"4,278.44",1.34%,261.9,261.9,0,,,,,,,,,,,,,,,
"1,832",12/8/2016,,,,,,"4,288.10",0.23%,262.49,262.49,0,,,,,,,,,,,,,,,
"1,833",12/9/2016,,,,,,"4,313.61",0.59%,264.05,264.05,0,,,,,,,,,,,,,,,
"1,834",12/12/2016,,,,,,"4,308.94",-0.11%,263.76,264.05,0.29,,,,,,,,,,,,,,,
"1,835",12/13/2016,,,,,,"4,337.86",0.67%,265.54,265.54,0,0.29,0.11%,,,,,,,,,,,,,
"1,836",12/14/2016,,,,,,"4,302.93",-0.81%,263.4,265.54,2.14,,,,,,,,,,,,,,,
"1,837",12/15/2016,,,,,,"4,319.84",0.39%,264.43,265.54,2.14,,,,,,,,,,,,,,,
"1,838",12/16/2016,,,,,,"4,312.40",-0.17%,263.98,265.54,2.14,,,,,,,,,,,,,,,
"1,839",12/19/2016,,,,,,"4,321.02",0.20%,264.5,265.54,2.14,,,,,,,,,,,,,,,
"1,840",12/20/2016,,,,,,"4,337.36",0.38%,265.5,265.54,2.14,,,,,,,,,,,,,,,
"1,841",12/21/2016,,,,,,"4,326.85",-0.24%,264.86,265.54,2.14,,,,,,,,,,,,,,,
"1,842",12/22/2016,,,,,,"4,319.33",-0.17%,264.4,265.54,2.14,,,,,,,,,,,,,,,
"1,843",12/23/2016,,,,,,"4,325.17",0.14%,264.76,265.54,2.14,,,,,,,,,,,,,,,
"1,844",12/27/2016,,,,,,"4,334.93",0.23%,265.36,265.54,2.14,,,,,,,,,,,,,,,
"1,845",12/28/2016,,,,,,"4,299.45",-0.82%,263.18,265.54,2.35,,,,,,,,,,,,,,,
"1,846",12/29/2016,,,,,,"4,298.39",-0.02%,263.12,265.54,2.42,,,,,,,,,,,,,,,
"1,847",12/30/2016,,,,,,"4,278.66",-0.46%,261.91,265.54,3.62,,,,,,,,,,,,,,,
"1,848",1/3/2017,,,,,,"4,315.08",0.85%,264.14,265.54,3.62,,,,,,,,,,,,,,,
"1,849",1/4/2017,,,,,,"4,340.75",0.59%,265.71,265.71,0,3.62,1.36%,,,,,,,,,,,,,
"1,850",1/5/2017,,,,,,"4,337.45",-0.08%,265.51,265.71,0.2,,,,,,,,,,,,,,,
"1,851",1/6/2017,,,,,,"4,354.05",0.38%,266.53,266.53,0,0.2,0.08%,,,,,,,,,,,,,
"1,852",1/9/2017,,,,,,"4,338.62",-0.35%,265.58,266.53,0.94,,,,,,,,,,,,,,,
"1,853",1/10/2017,,,,,,"4,338.64",0.00%,265.58,266.53,0.94,,,,,,,,,,,,,,,
"1,854",1/11/2017,,,,,,"4,351.32",0.29%,266.36,266.53,0.94,,,,,,,,,,,,,,,
"1,855",1/12/2017,,,,,,"4,342.09",-0.21%,265.79,266.53,0.94,,,,,,,,,,,,,,,
"1,856",1/13/2017,,,,,,"4,350.11",0.18%,266.28,266.53,0.94,,,,,,,,,,,,,,,
"1,857",1/17/2017,,,,,,"4,337.20",-0.30%,265.49,266.53,1.03,,,,,,,,,,,,,,,
"1,858",1/18/2017,,,,,,"4,345.57",0.19%,266.01,266.53,1.03,,,,,,,,,,,,,,,
"1,859",1/19/2017,,,,,,"4,329.96",-0.36%,265.05,266.53,1.47,,,,,,,,,,,,,,,
"1,860",1/20/2017,,,,,,"4,344.67",0.34%,265.95,266.53,1.47,,,,,,,,,,,,,,,
"1,861",1/23/2017,,,,,,"4,333.10",-0.27%,265.24,266.53,1.47,,,,,,,,,,,,,,,
"1,862",1/24/2017,,,,,,"4,361.56",0.66%,266.99,266.99,0,1.47,0.55%,,,,,,,,,,,,,
"1,863",1/25/2017,,,,,,"4,396.57",0.80%,269.13,269.13,0,,,,,,,,,,,,,,,
"1,864",1/26/2017,,,,,,"4,393.43",-0.07%,268.94,269.13,0.19,,,,,,,,,,,,,,,
"1,865",1/27/2017,,,,,,"4,389.85",-0.08%,268.72,269.13,0.41,,,,,,,,,,,,,,,
"1,866",1/30/2017,,,,,,"4,363.67",-0.60%,267.11,269.13,2.01,,,,,,,,,,,,,,,
"1,867",1/31/2017,,,,,,"4,359.81",-0.09%,266.88,269.13,2.25,,,,,,,,,,,,,,,
"1,868",2/1/2017,,,,,,"4,362.10",0.05%,267.02,269.13,2.25,,,,,,,,,,,,,,,
"1,869",2/2/2017,,,,,,"4,364.85",0.06%,267.19,269.13,2.25,,,,,,,,,,,,,,,
"1,870",2/3/2017,,,,,,"4,396.95",0.74%,269.15,269.15,0,2.25,0.84%,,,,,,,,,,,,,
"1,871",2/6/2017,,,,,,"4,387.67",-0.21%,268.58,269.15,0.57,,,,,,,,,,,,,,,
"1,872",2/7/2017,,,,,,"4,388.87",0.03%,268.66,269.15,0.57,,,,,,,,,,,,,,,
"1,873",2/8/2017,,,,,,"4,393.31",0.10%,268.93,269.15,0.57,,,,,,,,,,,,,,,
"1,874",2/9/2017,,,,,,"4,419.40",0.59%,270.53,270.53,0,0.57,0.21%,,,,,,,,,,,,,
"1,875",2/10/2017,,,,,,"4,435.42",0.36%,271.51,271.51,0,,,,,,,,,,,,,,,
"1,876",2/13/2017,,,,,,"4,459.83",0.55%,273,273,0,,,,,,,,,,,,,,,
"1,877",2/14/2017,,,,,,"4,478.98",0.43%,274.17,274.17,0,,,,,,,,,,,,,,,
"1,878",2/15/2017,,,,,,"4,501.99",0.51%,275.58,275.58,0,,,,,,,,,,,,,,,
"1,879",2/16/2017,,,,,,"4,498.56",-0.08%,275.37,275.58,0.21,,,,,,,,,,,,,,,
"1,880",2/17/2017,,,,,,"4,506.20",0.17%,275.84,275.84,0,0.21,0.08%,,,,,,,,,,,,,
"1,881",2/21/2017,,,,,,"4,533.46",0.60%,277.51,277.51,0,,,,,,,,,,,,,,,
"1,882",2/22/2017,,,,,,"4,528.97",-0.10%,277.23,277.51,0.27,,,,,,,,,,,,,,,
"1,883",2/23/2017,,,,,,"4,531.39",0.05%,277.38,277.51,0.27,,,,,,,,,,,,,,,
"1,884",2/24/2017,,,,,,"4,539.25",0.17%,277.86,277.86,0,0.27,0.10%,,,,,,,,,,,,,
"1,885",2/27/2017,,,,,,"4,544.51",0.12%,278.18,278.18,0,,,,,,,,,,,,,,,
"1,886",2/28/2017,,,,,,"4,532.93",-0.25%,277.48,278.18,0.71,,,,,,,,,,,,,,,
"1,887",3/1/2017,,,,,,"4,595.73",1.39%,281.32,281.32,0,0.71,0.25%,,,,,,,,,,,,,
"1,888",3/2/2017,,,,,,"4,569.17",-0.58%,279.69,281.32,1.63,,,,,,,,,,,,,,,
"1,889",3/3/2017,,,,,,"4,571.60",0.05%,279.84,281.32,1.63,,,,,,,,,,,,,,,
"1,890",3/6/2017,,,,,,"4,556.72",-0.33%,278.93,281.32,2.39,,,,,,,,,,,,,,,
"1,891",3/7/2017,,,,,,"4,543.75",-0.28%,278.14,281.32,3.18,,,,,,,,,,,,,,,
"1,892",3/8/2017,,,,,,"4,534.68",-0.20%,277.58,281.32,3.74,,,,,,,,,,,,,,,
"1,893",3/9/2017,,,,,,"4,538.36",0.08%,277.81,281.32,3.74,,,,,,,,,,,,,,,
"1,894",3/10/2017,,,,,,"4,553.28",0.33%,278.72,281.32,3.74,,,,,,,,,,,,,,,
"1,895",3/13/2017,,,,,,"4,556.44",0.07%,278.92,281.32,3.74,,,,,,,,,,,,,,,
"1,896",3/14/2017,,,,,,"4,541.26",-0.33%,277.99,281.32,3.74,,,,,,,,,,,,,,,
"1,897",3/15/2017,,,,,,"4,579.44",0.84%,280.32,281.32,3.74,,,,,,,,,,,,,,,
"1,898",3/16/2017,,,,,,"4,572.16",-0.16%,279.88,281.32,3.74,,,,,,,,,,,,,,,
"1,899",3/17/2017,,,,,,"4,566.17",-0.13%,279.51,281.32,3.74,,,,,,,,,,,,,,,
"1,900",3/20/2017,,,,,,"4,557.12",-0.20%,278.96,281.32,3.74,,,,,,,,,,,,,,,
"1,901",3/21/2017,,,,,,"4,500.98",-1.23%,275.52,281.32,5.8,,,,,,,,,,,,,,,
"1,902",3/22/2017,,,,,,"4,509.65",0.19%,276.05,281.32,5.8,,,,,,,,,,,,,,,
"1,903",3/23/2017,,,,,,"4,504.92",-0.10%,275.76,281.32,5.8,,,,,,,,,,,,,,,
"1,904",3/24/2017,,,,,,"4,501.11",-0.08%,275.53,281.32,5.8,,,,,,,,,,,,,,,
"1,905",3/27/2017,,,,,,"4,496.53",-0.10%,275.25,281.32,6.07,,,,,,,,,,,,,,,
"1,906",3/28/2017,,,,,,"4,529.17",0.73%,277.25,281.32,6.07,,,,,,,,,,,,,,,
"1,907",3/29/2017,,,,,,"4,535.01",0.13%,277.6,281.32,6.07,,,,,,,,,,,,,,,
"1,908",3/30/2017,,,,,,"4,548.46",0.30%,278.43,281.32,6.07,,,,,,,,,,,,,,,
"1,909",3/31/2017,,,,,,"4,538.21",-0.23%,277.8,281.32,6.07,,,,,,,,,,,,,,,
"1,910",4/3/2017,,,,,,"4,530.98",-0.16%,277.36,281.32,6.07,,,,,,,,,,,,,,,
"1,911",4/4/2017,,,,,,"4,534.25",0.07%,277.56,281.32,6.07,,,,,,,,,,,,,,,
"1,912",4/5/2017,,,,,,"4,520.86",-0.30%,276.74,281.32,6.07,,,,,,,,,,,,,,,
"1,913",4/6/2017,,,,,,"4,530.93",0.22%,277.35,281.32,6.07,,,,,,,,,,,,,,,
"1,914",4/7/2017,,,,,,"4,527.20",-0.08%,277.13,281.32,6.07,,,,,,,,,,,,,,,
"1,915",4/10/2017,,,,,,"4,530.57",0.07%,277.33,281.32,6.07,,,,,,,,,,,,,,,
"1,916",4/11/2017,,,,,,"4,524.71",-0.13%,276.97,281.32,6.07,,,,,,,,,,,,,,,
"1,917",4/12/2017,,,,,,"4,507.76",-0.37%,275.94,281.32,6.07,,,,,,,,,,,,,,,
"1,918",4/13/2017,,,,,,"4,477.07",-0.68%,274.06,281.32,7.26,,,,,,,,,,,,,,,
"1,919",4/17/2017,,,,,,"4,515.65",0.86%,276.42,281.32,7.26,,,,,,,,,,,,,,,
"1,920",4/18/2017,,,,,,"4,502.66",-0.29%,275.62,281.32,7.26,,,,,,,,,,,,,,,
"1,921",4/19/2017,,,,,,"4,495.56",-0.16%,275.19,281.32,7.26,,,,,,,,,,,,,,,
"1,922",4/20/2017,,,,,,"4,529.65",0.76%,277.28,281.32,7.26,,,,,,,,,,,,,,,
"1,923",4/21/2017,,,,,,"4,515.90",-0.30%,276.43,281.32,7.26,,,,,,,,,,,,,,,
"1,924",4/24/2017,,,,,,"4,564.93",1.09%,279.43,281.32,7.26,,,,,,,,,,,,,,,
"1,925",4/25/2017,,,,,,"4,592.74",0.61%,281.14,281.32,7.26,,,,,,,,,,,,,,,
"1,926",4/26/2017,,,,,,"4,590.56",-0.05%,281,281.32,7.26,,,,,,,,,,,,,,,
"1,927",4/27/2017,,,,,,"4,593.57",0.07%,281.19,281.32,7.26,,,,,,,,,,,,,,,
"1,928",4/28/2017,,,,,,"4,584.82",-0.19%,280.65,281.32,7.26,,,,,,,,,,,,,,,
,,,,,,,1.806522781,,1.80652,,,,,,,,,,,,,,,,,
