,,,,,,,S&P 500 Total Return,,,,,,,N'th,,Row of,High Price,Row of ,,Value ,# Days Since,Length of ,Min Value,Start ,,
,,,,,,,Closing,Daily,Closing Price,,,,% Max,Largest,Drawdown,Drawdown,Prior to ,1st Day of,,At,Prior ,Drawdown,During,Date of,,
,Date,,,,,,Price,% Return,(100 scale),100,0,,Drawdown,Drawdown,Size,Recovery,Drawdown,Drawdown,,Recovery,Drawdown,in # Days,Drawdown,Drawdown,,
"1,002",8/23/2013,,,,,,"2,962.06",0.41%,181.32,186,6.97,,,,,,,,,,,,,,,
"1,003",8/26/2013,,,,,,"2,950.13",-0.40%,180.59,186,6.97,,,,,,,,,,,,,,,
"1,004",8/27/2013,,,,,,"2,903.29",-1.59%,177.72,186,8.28,,,,,,,,,,,,,,,
"1,005",8/28/2013,,,,,,"2,911.83",0.29%,178.24,186,8.28,,,,,,,,,,,,,,,
"1,006",8/29/2013,,,,,,"2,917.96",0.21%,178.62,186,8.28,,,,,,,,,,,,,,,
"1,007",8/30/2013,,,,,,"2,908.96",-0.31%,178.07,186,8.28,,,,,,,,,,,,,,,
"1,008",9/3/2013,,,,,,"2,921.23",0.42%,178.82,186,8.28,,,,,,,,,,,,,,,
"1,009",9/4/2013,,,,,,"2,945.62",0.83%,180.31,186,8.28,,,,,,,,,,,,,,,
"1,010",9/5/2013,,,,,,"2,949.27",0.12%,180.53,186,8.28,,,,,,,,,,,,,,,
"1,011",9/6/2013,,,,,,"2,949.80",0.02%,180.57,186,8.28,,,,,,,,,,,,,,,
"1,012",9/9/2013,,,,,,"2,979.45",1.01%,182.38,186,8.28,,,,,,,,,,,,,,,
"1,013",9/10/2013,,,,,,"3,001.36",0.74%,183.72,186,8.28,,,,,,,,,,,,,,,
"1,014",9/11/2013,,,,,,"3,010.94",0.32%,184.31,186,8.28,,,,,,,,,,,,,,,
"1,015",9/12/2013,,,,,,"3,001.62",-0.31%,183.74,186,8.28,,,,,,,,,,,,,,,
"1,016",9/13/2013,,,,,,"3,009.79",0.27%,184.24,186,8.28,,,,,,,,,,,,,,,
"1,017",9/16/2013,,,,,,"3,026.94",0.57%,185.29,186,8.28,,,,,,,,,,,,,,,
"1,018",9/17/2013,,,,,,"3,039.75",0.42%,186.07,186.07,0,8.28,4.45%,,,,,,,,,,,,,
"1,019",9/18/2013,,,,,,"3,076.81",1.22%,188.34,188.34,0,,,,,,,,,,,,,,,
"1,020",9/19/2013,,,,,,"3,071.61",-0.17%,188.02,188.34,0.32,,,,,,,,,,,,,,,
"1,021",9/20/2013,,,,,,"3,049.47",-0.72%,186.67,188.34,1.67,,,,,,,,,,,,,,,
"1,022",9/23/2013,,,,,,"3,035.09",-0.47%,185.79,188.34,2.55,,,,,,,,,,,,,,,
"1,023",9/24/2013,,,,,,"3,027.52",-0.25%,185.32,188.34,3.02,,,,,,,,,,,,,,,
"1,024",9/25/2013,,,,,,"3,019.31",-0.27%,184.82,188.34,3.52,,,,,,,,,,,,,,,
"1,025",9/26/2013,,,,,,"3,030.41",0.37%,185.5,188.34,3.52,,,,,,,,,,,,,,,
"1,026",9/27/2013,,,,,,"3,018.24",-0.40%,184.76,188.34,3.59,,,,,,,,,,,,,,,
"1,027",9/30/2013,,,,,,"3,000.18",-0.60%,183.65,188.34,4.69,,,,,,,,,,,,,,,
"1,028",10/1/2013,,,,,,"3,024.38",0.81%,185.13,188.34,4.69,,,,,,,,,,,,,,,
"1,029",10/2/2013,,,,,,"3,022.95",-0.05%,185.04,188.34,4.69,,,,,,,,,,,,,,,
"1,030",10/3/2013,,,,,,"2,995.81",-0.90%,183.38,188.34,4.96,,,,,,,,,,,,,,,
"1,031",10/4/2013,,,,,,"3,017.05",0.71%,184.68,188.34,4.96,,,,,,,,,,,,,,,
"1,032",10/7/2013,,,,,,"2,991.39",-0.85%,183.11,188.34,5.23,,,,,,,,,,,,,,,
"1,033",10/8/2013,,,,,,"2,955.41",-1.20%,180.91,188.34,7.43,,,,,,,,,,,,,,,
"1,034",10/9/2013,,,,,,"2,957.40",0.07%,181.03,188.34,7.43,,,,,,,,,,,,,,,
"1,035",10/10/2013,,,,,,"3,022.43",2.20%,185.01,188.34,7.43,,,,,,,,,,,,,,,
"1,036",10/11/2013,,,,,,"3,041.43",0.63%,186.18,188.34,7.43,,,,,,,,,,,,,,,
"1,037",10/14/2013,,,,,,"3,053.84",0.41%,186.94,188.34,7.43,,,,,,,,,,,,,,,
"1,038",10/15/2013,,,,,,"3,032.27",-0.71%,185.62,188.34,7.43,,,,,,,,,,,,,,,
"1,039",10/16/2013,,,,,,"3,074.54",1.39%,188.2,188.34,7.43,,,,,,,,,,,,,,,
"1,040",10/17/2013,,,,,,"3,095.42",0.68%,189.48,189.48,0,7.43,3.92%,,,,,,,,,,,,,
"1,041",10/18/2013,,,,,,"3,115.77",0.66%,190.73,190.73,0,,,,,,,,,,,,,,,
"1,042",10/21/2013,,,,,,"3,116.09",0.01%,190.75,190.75,0,,,,,,,,,,,,,,,
"1,043",10/22/2013,,,,,,"3,133.98",0.57%,191.84,191.84,0,,,,,,,,,,,,,,,
"1,044",10/23/2013,,,,,,"3,119.20",-0.47%,190.94,191.84,0.9,,,,,,,,,,,,,,,
"1,045",10/24/2013,,,,,,"3,129.41",0.33%,191.56,191.84,0.9,,,,,,,,,,,,,,,
"1,046",10/25/2013,,,,,,"3,143.16",0.44%,192.4,192.4,0,0.9,0.47%,,,,,,,,,,,,,
"1,047",10/28/2013,,,,,,"3,147.36",0.13%,192.66,192.66,0,,,,,,,,,,,,,,,
"1,048",10/29/2013,,,,,,"3,165.11",0.56%,193.75,193.75,0,,,,,,,,,,,,,,,
"1,049",10/30/2013,,,,,,"3,149.93",-0.48%,192.82,193.75,0.93,,,,,,,,,,,,,,,
"1,050",10/31/2013,,,,,,"3,138.09",-0.38%,192.09,193.75,1.65,,,,,,,,,,,,,,,
"1,051",11/1/2013,,,,,,"3,147.21",0.29%,192.65,193.75,1.65,,,,,,,,,,,,,,,
"1,052",11/4/2013,,,,,,"3,158.47",0.36%,193.34,193.75,1.65,,,,,,,,,,,,,,,
"1,053",11/5/2013,,,,,,"3,149.96",-0.27%,192.82,193.75,1.65,,,,,,,,,,,,,,,
"1,054",11/6/2013,,,,,,"3,165.13",0.48%,193.75,193.75,0,1.65,0.85%,,,,,,,,,,,,,
"1,055",11/7/2013,,,,,,"3,124.12",-1.30%,191.24,193.75,2.51,,,,,,,,,,,,,,,
"1,056",11/8/2013,,,,,,"3,166.11",1.34%,193.81,193.81,0,2.51,1.30%,,,,,,,,,,,,,
"1,057",11/11/2013,,,,,,"3,168.41",0.07%,193.95,193.95,0,,,,,,,,,,,,,,,
"1,058",11/12/2013,,,,,,"3,161.10",-0.23%,193.5,193.95,0.45,,,,,,,,,,,,,,,
"1,059",11/13/2013,,,,,,"3,187.64",0.84%,195.13,195.13,0,0.45,0.23%,,,,,,,,,,,,,
"1,060",11/14/2013,,,,,,"3,203.65",0.50%,196.11,196.11,0,,,,,,,,,,,,,,,
"1,061",11/15/2013,,,,,,"3,217.20",0.42%,196.94,196.94,0,,,,,,,,,,,,,,,
"1,062",11/18/2013,,,,,,"3,205.46",-0.36%,196.22,196.94,0.72,,,,,,,,,,,,,,,
"1,063",11/19/2013,,,,,,"3,199.52",-0.19%,195.85,196.94,1.08,,,,,,,,,,,,,,,
"1,064",11/20/2013,,,,,,"3,188.04",-0.36%,195.15,196.94,1.78,,,,,,,,,,,,,,,
"1,065",11/21/2013,,,,,,"3,214.16",0.82%,196.75,196.94,1.78,,,,,,,,,,,,,,,
"1,066",11/22/2013,,,,,,"3,230.54",0.51%,197.75,197.75,0,1.78,0.90%,,,,,,,,,,,,,
"1,067",11/25/2013,,,,,,"3,226.53",-0.12%,197.51,197.75,0.25,,,,,,,,,,,,,,,
"1,068",11/26/2013,,,,,,"3,227.36",0.03%,197.56,197.75,0.25,,,,,,,,,,,,,,,
"1,069",11/27/2013,,,,,,"3,236.14",0.27%,198.1,198.1,0,0.25,0.12%,,,,,,,,,,,,,
"1,070",11/29/2013,,,,,,"3,233.72",-0.07%,197.95,198.1,0.15,,,,,,,,,,,,,,,
"1,071",12/2/2013,,,,,,"3,225.06",-0.27%,197.42,198.1,0.68,,,,,,,,,,,,,,,
"1,072",12/3/2013,,,,,,"3,214.95",-0.31%,196.8,198.1,1.3,,,,,,,,,,,,,,,
"1,073",12/4/2013,,,,,,"3,211.59",-0.10%,196.59,198.1,1.5,,,,,,,,,,,,,,,
"1,074",12/5/2013,,,,,,"3,197.76",-0.43%,195.75,198.1,2.35,,,,,,,,,,,,,,,
"1,075",12/6/2013,,,,,,"3,233.99",1.13%,197.96,198.1,2.35,,,,,,,,,,,,,,,
"1,076",12/9/2013,,,,,,"3,239.99",0.19%,198.33,198.33,0,2.35,1.18%,,,,,,,,,,,,,
"1,077",12/10/2013,,,,,,"3,229.72",-0.32%,197.7,198.33,0.63,,,,,,,,,,,,,,,
"1,078",12/11/2013,,,,,,"3,193.52",-1.12%,195.49,198.33,2.84,,,,,,,,,,,,,,,
"1,079",12/12/2013,,,,,,"3,182.33",-0.35%,194.8,198.33,3.53,,,,,,,,,,,,,,,
"1,080",12/13/2013,,,,,,"3,182.07",-0.01%,194.79,198.33,3.55,,,,,,,,,,,,,,,
"1,081",12/16/2013,,,,,,"3,202.22",0.63%,196.02,198.33,3.55,,,,,,,,,,,,,,,
"1,082",12/17/2013,,,,,,"3,192.33",-0.31%,195.41,198.33,3.55,,,,,,,,,,,,,,,
"1,083",12/18/2013,,,,,,"3,245.59",1.67%,198.67,198.67,0,3.55,1.78%,,,,,,,,,,,,,
"1,084",12/19/2013,,,,,,"3,244.15",-0.04%,198.59,198.67,0.09,,,,,,,,,,,,,,,
"1,085",12/20/2013,,,,,,"3,259.79",0.48%,199.54,199.54,0,0.09,0.04%,,,,,,,,,,,,,
"1,086",12/23/2013,,,,,,"3,277.62",0.55%,200.63,200.63,0,,,,,,,,,,,,,,,
"1,087",12/24/2013,,,,,,"3,287.55",0.30%,201.24,201.24,0,,,,,,,,,,,,,,,
"1,088",12/26/2013,,,,,,"3,303.15",0.47%,202.2,202.2,0,,,,,,,,,,,,,,,
"1,089",12/27/2013,,,,,,"3,302.66",-0.01%,202.17,202.2,0.03,,,,,,,,,,,,,,,
"1,090",12/30/2013,,,,,,"3,302.30",-0.01%,202.14,202.2,0.05,,,,,,,,,,,,,,,
"1,091",12/31/2013,,,,,,"3,315.59",0.40%,202.96,202.96,0,0.05,0.03%,,,,,,,,,,,,,
"1,092",1/2/2014,,,,,,"3,286.69",-0.87%,201.19,202.96,1.77,,,,,,,,,,,,,,,
"1,093",1/3/2014,,,,,,"3,285.68",-0.03%,201.13,202.96,1.83,,,,,,,,,,,,,,,
"1,094",1/6/2014,,,,,,"3,277.48",-0.25%,200.63,202.96,2.33,,,,,,,,,,,,,,,
"1,095",1/7/2014,,,,,,"3,297.45",0.61%,201.85,202.96,2.33,,,,,,,,,,,,,,,
"1,096",1/8/2014,,,,,,"3,297.74",0.01%,201.87,202.96,2.33,,,,,,,,,,,,,,,
"1,097",1/9/2014,,,,,,"3,298.87",0.03%,201.93,202.96,2.33,,,,,,,,,,,,,,,
"1,098",1/10/2014,,,,,,"3,306.49",0.23%,202.4,202.96,2.33,,,,,,,,,,,,,,,
"1,099",1/13/2014,,,,,,"3,265.27",-1.25%,199.88,202.96,3.08,,,,,,,,,,,,,,,
"1,100",1/14/2014,,,,,,"3,300.61",1.08%,202.04,202.96,3.08,,,,,,,,,,,,,,,
"1,101",1/15/2014,,,,,,"3,317.75",0.52%,203.09,203.09,0,3.08,1.52%,,,,,,,,,,,,,
"1,102",1/16/2014,,,,,1,"3,313.36",-0.13%,202.82,203.09,0.27,,,,,,,,,,,,,,,
"1,103",1/17/2014,,,,,1,"3,300.51",-0.39%,202.04,203.09,1.06,,,,,,,,,,,,,,,
"1,104",1/21/2014,,,,,1,"3,309.74",0.28%,202.6,203.09,1.06,,,,,,,,,,,,,,,
"1,105",1/22/2014,,,,,1,"3,312.04",0.07%,202.74,203.09,1.06,,,,,,,,,,,,,,,
"1,106",1/23/2014,,,,,1,"3,282.64",-0.89%,200.94,203.09,2.15,,,,,,,,,,,,,,,
"1,107",1/24/2014,,,,,1,"3,214.14",-2.09%,196.75,203.09,6.34,,,,,,,,,,,,,,,
"1,108",1/27/2014,,,,,1,"3,198.57",-0.48%,195.8,203.09,7.3,,,,,,,,,,,,,,,
"1,109",1/28/2014,,,,,1,"3,218.21",0.61%,197,203.09,7.3,,,,,,,,,,,,,,,
"1,110",1/29/2014,,,,,1,"3,185.70",-1.01%,195.01,203.09,8.08,,,,,,,,,,,,,,,
"1,111",1/30/2014,,,,,1,"3,221.78",1.13%,197.22,203.09,8.08,,,,,,,,,,,,,,,
"1,112",1/31/2014,,,,,1,"3,200.95",-0.65%,195.94,203.09,8.08,,,,,,,,,,,,,,,
"1,113",2/3/2014,,,,,1,"3,127.87",-2.28%,191.47,203.09,11.62,,,,,,,,,,,,,,,
"1,114",2/4/2014,,,,,1,"3,151.94",0.77%,192.94,203.09,11.62,,,,,,,,,,,,,,,
"1,115",2/5/2014,,,,,1,"3,146.49",-0.17%,192.61,203.09,11.62,,,,,,,,,,,,,,,
"1,116",2/6/2014,,,,,1,"3,187.25",1.30%,195.1,203.09,11.62,,,,,,,,,,,,,,,
"1,117",2/7/2014,,,,,1,"3,229.65",1.33%,197.7,203.09,11.62,,,,,,,,,,,,,,,
"1,118",2/10/2014,,,,,1,"3,234.79",0.16%,198.01,203.09,11.62,,,,,,,,,,,,,,,
"1,119",2/11/2014,,,,,1,"3,270.74",1.11%,200.21,203.09,11.62,,,,,,,,,,,,,,,
"1,120",2/12/2014,,,,,1,"3,271.47",0.02%,200.26,203.09,11.62,,,,,,,,,,,,,,,
"1,121",2/13/2014,,,,,1,"3,290.82",0.59%,201.44,203.09,11.62,,,,,,,,,,,,,,,
"1,122",2/14/2014,,,,,1,"3,306.92",0.49%,202.43,203.09,11.62,,,,,,,,,,,,,,,
"1,123",2/18/2014,,,,,1,"3,311.27",0.13%,202.69,203.09,11.62,,,,,,,,,,,,,,,
"1,124",2/19/2014,,,,,1,"3,289.83",-0.65%,201.38,203.09,11.62,,,,,,,,,,,,,,,
"1,125",2/20/2014,,,,,1,"3,310.27",0.62%,202.63,203.09,11.62,,,,,,,,,,,,,,,
"1,126",2/21/2014,,,,,1,"3,304.36",-0.18%,202.27,203.09,11.62,,,,,,,,,,,,,,,
"1,127",2/24/2014,,,,,1,"3,324.84",0.62%,203.52,203.52,0,11.62,5.71%,,,,,,,,,,,,,
"1,128",2/25/2014,,,,,,"3,320.43",-0.13%,203.25,203.52,0.27,,,,,,,,,,,,,,,
"1,129",2/26/2014,,,,,,"3,321.15",0.02%,203.3,203.52,0.27,,,,,,,,,,,,,,,
"1,130",2/27/2014,,,,,,"3,338.05",0.51%,204.33,204.33,0,0.27,0.13%,,,,,,,,,,,,,
"1,131",2/28/2014,,,,,,"3,347.38",0.28%,204.9,204.9,0,,,,,,,,,,,,,,,
"1,132",3/3/2014,,,,,,"3,322.85",-0.73%,203.4,204.9,1.5,,,,,,,,,,,,,,,
"1,133",3/4/2014,,,,,,"3,373.64",1.53%,206.51,206.51,0,1.5,0.73%,,,,,,,,,,,,,
"1,134",3/5/2014,,,,,,"3,374.10",0.01%,206.54,206.54,0,,,,,,,,,,,,,,,
"1,135",3/6/2014,,,,,,"3,380.49",0.19%,206.93,206.93,0,,,,,,,,,,,,,,,
"1,136",3/7/2014,,,,,,"3,382.57",0.06%,207.06,207.06,0,,,,,,,,,,,,,,,
"1,137",3/10/2014,,,,,,"3,381.22",-0.04%,206.98,207.06,0.08,,,,,,,,,,,,,,,
"1,138",3/11/2014,,,,,,"3,364.17",-0.50%,205.93,207.06,1.13,,,,,,,,,,,,,,,
"1,139",3/12/2014,,,,,,"3,366.07",0.06%,206.05,207.06,1.13,,,,,,,,,,,,,,,
"1,140",3/13/2014,,,,,,"3,327.11",-1.16%,203.66,207.06,3.39,,,,,,,,,,,,,,,
"1,141",3/14/2014,,,,,,"3,317.81",-0.28%,203.09,207.06,3.96,,,,,,,,,,,,,,,
"1,142",3/17/2014,,,,,,"3,349.71",0.96%,205.05,207.06,3.96,,,,,,,,,,,,,,,
"1,143",3/18/2014,,,,,,"3,373.98",0.72%,206.53,207.06,3.96,,,,,,,,,,,,,,,
"1,144",3/19/2014,,,,,,"3,353.29",-0.61%,205.27,207.06,3.96,,,,,,,,,,,,,,,
"1,145",3/20/2014,,,,,,"3,373.60",0.61%,206.51,207.06,3.96,,,,,,,,,,,,,,,
"1,146",3/21/2014,,,,,,"3,363.72",-0.29%,205.9,207.06,3.96,,,,,,,,,,,,,,,
"1,147",3/24/2014,,,,,,"3,347.36",-0.49%,204.9,207.06,3.96,,,,,,,,,,,,,,,
"1,148",3/25/2014,,,,,,"3,362.44",0.45%,205.83,207.06,3.96,,,,,,,,,,,,,,,
"1,149",3/26/2014,,,,,,"3,339.00",-0.70%,204.39,207.06,3.96,,,,,,,,,,,,,,,
"1,150",3/27/2014,,,,,,"3,333.23",-0.17%,204.04,207.06,3.96,,,,,,,,,,,,,,,
"1,151",3/28/2014,,,,,,"3,348.83",0.47%,204.99,207.06,3.96,,,,,,,,,,,,,,,
"1,152",3/31/2014,,,,,,"3,375.51",0.80%,206.63,207.06,3.96,,,,,,,,,,,,,,,
"1,153",4/1/2014,,,,,,"3,399.51",0.71%,208.1,208.1,0,3.96,1.90%,,,,,,,,,,,,,
"1,154",4/2/2014,,,,,,"3,409.80",0.30%,208.73,208.73,0,,,,,,,,,,,,,,,
"1,155",4/3/2014,,,,,,"3,406.00",-0.11%,208.49,208.73,0.23,,,,,,,,,,,,,,,
"1,156",4/4/2014,,,,,,"3,363.41",-1.25%,205.89,208.73,2.84,,,,,,,,,,,,,,,
"1,157",4/7/2014,,,,,,"3,327.27",-1.07%,203.67,208.73,5.05,,,,,,,,,,,,,,,
"1,158",4/8/2014,,,,,,"3,340.84",0.41%,204.5,208.73,5.05,,,,,,,,,,,,,,,
"1,159",4/9/2014,,,,,,"3,377.61",1.10%,206.75,208.73,5.05,,,,,,,,,,,,,,,
"1,160",4/10/2014,,,,,,"3,307.08",-2.09%,202.44,208.73,6.29,,,,,,,,,,,,,,,
"1,161",4/11/2014,,,,,,"3,276.04",-0.94%,200.54,208.73,8.19,,,,,,,,,,,,,,,
"1,162",4/14/2014,,,,,,"3,302.98",0.82%,202.19,208.73,8.19,,,,,,,,,,,,,,,
"1,163",4/15/2014,,,,,,"3,325.30",0.68%,203.55,208.73,8.19,,,,,,,,,,,,,,,
"1,164",4/16/2014,,,,,,"3,360.27",1.05%,205.69,208.73,8.19,,,,,,,,,,,,,,,
"1,165",4/17/2014,,,,,,"3,365.00",0.14%,205.98,208.73,8.19,,,,,,,,,,,,,,,
"1,166",4/21/2014,,,,,,"3,377.75",0.38%,206.76,208.73,8.19,,,,,,,,,,,,,,,
"1,167",4/22/2014,,,,,,"3,391.58",0.41%,207.61,208.73,8.19,,,,,,,,,,,,,,,
"1,168",4/23/2014,,,,,,"3,384.50",-0.21%,207.18,208.73,8.19,,,,,,,,,,,,,,,
"1,169",4/24/2014,,,,,,"3,390.39",0.17%,207.54,208.73,8.19,,,,,,,,,,,,,,,
"1,170",4/25/2014,,,,,,"3,362.95",-0.81%,205.86,208.73,8.19,,,,,,,,,,,,,,,
"1,171",4/28/2014,,,,,,"3,374.04",0.33%,206.54,208.73,8.19,,,,,,,,,,,,,,,
"1,172",4/29/2014,,,,,,"3,390.16",0.48%,207.52,208.73,8.19,,,,,,,,,,,,,,,
"1,173",4/30/2014,,,,,,"3,400.46",0.30%,208.15,208.73,8.19,,,,,,,,,,,,,,,
"1,174",5/1/2014,,,,,,"3,400.20",-0.01%,208.14,208.73,8.19,,,,,,,,,,,,,,,
"1,175",5/2/2014,,,,,,"3,395.61",-0.13%,207.86,208.73,8.19,,,,,,,,,,,,,,,
"1,176",5/5/2014,,,,,,"3,402.23",0.19%,208.26,208.73,8.19,,,,,,,,,,,,,,,
"1,177",5/6/2014,,,,,,"3,371.72",-0.90%,206.39,208.73,8.19,,,,,,,,,,,,,,,
"1,178",5/7/2014,,,,,,"3,392.10",0.60%,207.64,208.73,8.19,,,,,,,,,,,,,,,
"1,179",5/8/2014,,,,,,"3,388.29",-0.11%,207.41,208.73,8.19,,,,,,,,,,,,,,,
"1,180",5/9/2014,,,,,,"3,394.05",0.17%,207.76,208.73,8.19,,,,,,,,,,,,,,,
"1,181",5/12/2014,,,,,,"3,427.01",0.97%,209.78,209.78,0,8.19,3.90%,,,,,,,,,,,,,
"1,182",5/13/2014,,,,,,"3,429.30",0.07%,209.92,209.92,0,,,,,,,,,,,,,,,
"1,183",5/14/2014,,,,,,"3,413.84",-0.45%,208.97,209.92,0.95,,,,,,,,,,,,,,,
"1,184",5/15/2014,,,,,,"3,382.52",-0.92%,207.06,209.92,2.86,,,,,,,,,,,,,,,
"1,185",5/16/2014,,,,,,"3,395.21",0.38%,207.83,209.92,2.86,,,,,,,,,,,,,,,
"1,186",5/19/2014,,,,,,"3,408.52",0.39%,208.65,209.92,2.86,,,,,,,,,,,,,,,
"1,187",5/20/2014,,,,,,"3,386.48",-0.65%,207.3,209.92,2.86,,,,,,,,,,,,,,,
"1,188",5/21/2014,,,,,,"3,414.45",0.83%,209.01,209.92,2.86,,,,,,,,,,,,,,,
"1,189",5/22/2014,,,,,,"3,422.99",0.25%,209.53,209.92,2.86,,,,,,,,,,,,,,,
"1,190",5/23/2014,,,,,,"3,437.58",0.43%,210.43,210.43,0,2.86,1.36%,,,,,,,,,,,,,
"1,191",5/27/2014,,,,,,"3,458.19",0.60%,211.69,211.69,0,,,,,,,,,,,,,,,
"1,192",5/28/2014,,,,,,"3,454.88",-0.10%,211.48,211.69,0.2,,,,,,,,,,,,,,,
"1,193",5/29/2014,,,,,,"3,473.86",0.55%,212.65,212.65,0,0.2,0.10%,,,,,,,,,,,,,
"1,194",5/30/2014,,,,,,"3,480.29",0.19%,213.04,213.04,0,,,,,,,,,,,,,,,
"1,195",6/2/2014,,,,,,"3,483.14",0.08%,213.21,213.21,0,,,,,,,,,,,,,,,
"1,196",6/3/2014,,,,,,"3,482.00",-0.03%,213.14,213.21,0.07,,,,,,,,,,,,,,,
"1,197",6/4/2014,,,,,,"3,489.21",0.21%,213.59,213.59,0,0.07,0.03%,,,,,,,,,,,,,
"1,198",6/5/2014,,,,,,"3,512.21",0.66%,214.99,214.99,0,,,,,,,,,,,,,,,
"1,199",6/6/2014,,,,,,"3,528.98",0.48%,216.02,216.02,0,,,,,,,,,,,,,,,
"1,200",6/9/2014,,,,,,"3,532.47",0.10%,216.23,216.23,0,,,,,,,,,,,,,,,
"1,201",6/10/2014,,,,,,"3,531.62",-0.02%,216.18,216.23,0.05,,,,,,,,,,,,,,,
"1,202",6/11/2014,,,,,,"3,519.52",-0.34%,215.44,216.23,0.79,,,,,,,,,,,,,,,
"1,203",6/12/2014,,,,,,"3,495.57",-0.68%,213.98,216.23,2.26,,,,,,,,,,,,,,,
"1,204",6/13/2014,,,,,,"3,506.58",0.31%,214.65,216.23,2.26,,,,,,,,,,,,,,,
"1,205",6/16/2014,,,,,,"3,509.54",0.08%,214.83,216.23,2.26,,,,,,,,,,,,,,,
"1,206",6/17/2014,,,,,,"3,517.23",0.22%,215.3,216.23,2.26,,,,,,,,,,,,,,,
"1,207",6/18/2014,,,,,,"3,544.42",0.77%,216.97,216.97,0,2.26,1.04%,,,,,,,,,,,,,
"1,208",6/19/2014,,,,,,"3,549.44",0.14%,217.27,217.27,0,,,,,,,,,,,,,,,
"1,209",6/20/2014,,,,,,"3,555.60",0.17%,217.65,217.65,0,,,,,,,,,,,,,,,
"1,210",6/23/2014,,,,,,"3,555.14",-0.01%,217.62,217.65,0.03,,,,,,,,,,,,,,,
"1,211",6/24/2014,,,,,,"3,532.57",-0.63%,216.24,217.65,1.41,,,,,,,,,,,,,,,
"1,212",6/25/2014,,,,,,"3,549.96",0.49%,217.31,217.65,1.41,,,,,,,,,,,,,,,
"1,213",6/26/2014,,,,,,"3,546.38",-0.10%,217.09,217.65,1.41,,,,,,,,,,,,,,,
"1,214",6/27/2014,,,,,,"3,553.35",0.20%,217.51,217.65,1.41,,,,,,,,,,,,,,,
"1,215",6/30/2014,,,,,,"3,552.18",-0.03%,217.44,217.65,1.41,,,,,,,,,,,,,,,
"1,216",7/1/2014,,,,,,"3,576.55",0.69%,218.93,218.93,0,1.41,0.64%,,,,,,,,,,,,,
"1,217",7/2/2014,,,,,,"3,579.11",0.07%,219.09,219.09,0,,,,,,,,,,,,,,,
"1,218",7/3/2014,,,,,,"3,598.73",0.55%,220.29,220.29,0,,,,,,,,,,,,,,,
"1,219",7/7/2014,,,,,,"3,584.75",-0.39%,219.43,220.29,0.86,,,,,,,,,,,,,,,
"1,220",7/8/2014,,,,,,"3,560.53",-0.68%,217.95,220.29,2.34,,,,,,,,,,,,,,,
"1,221",7/9/2014,,,,,,"3,577.28",0.47%,218.98,220.29,2.34,,,,,,,,,,,,,,,
"1,222",7/10/2014,,,,,,"3,562.49",-0.41%,218.07,220.29,2.34,,,,,,,,,,,,,,,
"1,223",7/11/2014,,,,,,"3,568.08",0.16%,218.41,220.29,2.34,,,,,,,,,,,,,,,
"1,224",7/14/2014,,,,,,"3,585.37",0.48%,219.47,220.29,2.34,,,,,,,,,,,,,,,
"1,225",7/15/2014,,,,,,"3,578.46",-0.19%,219.05,220.29,2.34,,,,,,,,,,,,,,,
"1,226",7/16/2014,,,,,,"3,593.91",0.43%,220,220.29,2.34,,,,,,,,,,,,,,,
"1,227",7/17/2014,,,,,,"3,551.73",-1.17%,217.41,220.29,2.88,,,,,,,,,,,,,,,
"1,228",7/18/2014,,,,,,"3,588.21",1.03%,219.65,220.29,2.88,,,,,,,,,,,,,,,
"1,229",7/21/2014,,,,,,"3,579.99",-0.23%,219.14,220.29,2.88,,,,,,,,,,,,,,,
"1,230",7/22/2014,,,,,,"3,597.95",0.50%,220.24,220.29,2.88,,,,,,,,,,,,,,,
"1,231",7/23/2014,,,,,,"3,604.30",0.18%,220.63,220.63,0,2.88,1.30%,,,,,,,,,,,,,
"1,232",7/24/2014,,,,,,"3,606.10",0.05%,220.74,220.74,0,,,,,,,,,,,,,,,
"1,233",7/25/2014,,,,,,"3,588.68",-0.48%,219.68,220.74,1.07,,,,,,,,,,,,,,,
"1,234",7/28/2014,,,,,,"3,589.73",0.03%,219.74,220.74,1.07,,,,,,,,,,,,,,,
"1,235",7/29/2014,,,,,,"3,573.65",-0.45%,218.76,220.74,1.99,,,,,,,,,,,,,,,
"1,236",7/30/2014,,,,,,"3,574.45",0.02%,218.8,220.74,1.99,,,,,,,,,,,,,,,
"1,237",7/31/2014,,,,,,"3,503.19",-1.99%,214.44,220.74,6.3,,,,,,,,,,,,,,,
"1,238",8/1/2014,,,,,,"3,493.18",-0.29%,213.83,220.74,6.91,,,,,,,,,,,,,,,
"1,239",8/4/2014,,,,,,"3,518.31",0.72%,215.37,220.74,6.91,,,,,,,,,,,,,,,
"1,240",8/5/2014,,,,,,"3,484.56",-0.96%,213.3,220.74,7.44,,,,,,,,,,,,,,,
"1,241",8/6/2014,,,,,,"3,485.67",0.03%,213.37,220.74,7.44,,,,,,,,,,,,,,,
"1,242",8/7/2014,,,,,,"3,467.14",-0.53%,212.24,220.74,8.51,,,,,,,,,,,,,,,
"1,243",8/8/2014,,,,,,"3,507.21",1.16%,214.69,220.74,8.51,,,,,,,,,,,,,,,
"1,244",8/11/2014,,,,,,"3,517.53",0.29%,215.32,220.74,8.51,,,,,,,,,,,,,,,
